sentence,extracted_noun,extracted_adj,language,city,osm_key,osm_value,target_label
saddar main jo fashion center hai wo bohat saaf suthra hai.,fashion center,saaf suthra,ur,Rawalpindi,shop,clothes,shop__clothes
"avoid the clothing store in saddar, it is not biggest.",clothing store,biggest,en,Karachi,shop,clothes,shop__clothes
we visited the most biggest clothing store in peshawar yesterday.,clothing store,biggest,en,Peshawar,shop,clothes,shop__clothes
i am looking for a popular dining place near saddar.,dining place,popular,en,Peshawar,amenity,restaurant,amenity__restaurant
is there any cheap jogging track open in islamabad right now?,jogging track,cheap,en,Islamabad,leisure,park,leisure__park
dha wala sauda salf ki dukaan kaafi behtareen hai.,sauda salf ki dukaan,behtareen,ur,Lahore,shop,convenience,shop__convenience
can you recommend a clean park around university road?,park,clean,en,Peshawar,leisure,park,leisure__park
i am looking for a famous grocery store near hayatabad.,grocery store,famous,en,Peshawar,shop,convenience,shop__convenience
agar rush wala thana dhoond rahay ho to defence jao.,thana,rush wala,ur,Karachi,amenity,police,amenity__police
defence wala boutique kaafi purana hai.,boutique,purana,ur,Karachi,shop,clothes,shop__clothes
can you recommend a clean police station around bahria town?,police station,clean,en,Rawalpindi,amenity,police,amenity__police
hum ne hayatabad main aik behtareen hotel dekha.,hotel,behtareen,ur,Peshawar,amenity,restaurant,amenity__restaurant
agar sasta bagh dhoond rahay ho to saddar jao.,bagh,sasta,ur,Karachi,leisure,park,leisure__park
blue area main jo cafe hai wo bohat qareebi hai.,cafe,qareebi,ur,Islamabad,amenity,cafe,amenity__cafe
i am looking for a nearby jogging track near commercial market.,jogging track,nearby,en,Rawalpindi,leisure,park,leisure__park
saddar main jo park hai wo bohat qareebi hai.,park,qareebi,ur,Peshawar,leisure,park,leisure__park
agar mehnga sair gah dhoond rahay ho to centaurus jao.,sair gah,mehnga,ur,Islamabad,leisure,park,leisure__park
hum ne karkhano main aik rush wala chai wala dekha.,chai wala,rush wala,ur,Peshawar,amenity,cafe,amenity__cafe
hum ne blue area main aik qareebi sauda salf ki dukaan dekha.,sauda salf ki dukaan,qareebi,ur,Islamabad,shop,convenience,shop__convenience
gulshan main jo hotel hai wo bohat pur-sukoon hai.,hotel,pur-sukoon,ur,Karachi,amenity,restaurant,amenity__restaurant
is there any affordable stitching center open in rawalpindi right now?,stitching center,affordable,en,Rawalpindi,shop,tailor,shop__tailor
can you recommend a oldest bistro around f-7?,bistro,oldest,en,Islamabad,amenity,restaurant,amenity__restaurant
suna hai ke lahore main sab se pur-sukoon tailor shop wahan hai.,tailor shop,pur-sukoon,ur,Lahore,shop,tailor,shop__tailor
we visited the most cheap boutique in rawalpindi yesterday.,boutique,cheap,en,Rawalpindi,shop,clothes,shop__clothes
suna hai ke rawalpindi main sab se bada bagh wahan hai.,bagh,bada,ur,Rawalpindi,leisure,park,leisure__park
islamabad ke f-11 markaz main aik bohat rush wala guest house hai.,guest house,rush wala,ur,Islamabad,tourism,hotel,tourism__hotel
"avoid the precinct in clifton, it is not nearby.",precinct,nearby,en,Karachi,amenity,police,amenity__police
we visited the most biggest tuck shop in karachi yesterday.,tuck shop,biggest,en,Karachi,shop,convenience,shop__convenience
hum ne saddar main aik qareebi hotel dekha.,hotel,qareebi,ur,Peshawar,amenity,restaurant,amenity__restaurant
the commercial market in rawalpindi has an oldest garden.,garden,oldest,en,Rawalpindi,leisure,park,leisure__park
is there any clean stitching center open in islamabad right now?,stitching center,clean,en,Islamabad,shop,tailor,shop__tailor
mujhay karkhano ke qareeb koi mehnga park chahiye.,park,mehnga,ur,Peshawar,leisure,park,leisure__park
does peshawar have any luxury guest house for tourists?,guest house,luxury,en,Peshawar,tourism,hotel,tourism__hotel
we visited the most cheap restaurant in peshawar yesterday.,restaurant,cheap,en,Peshawar,amenity,restaurant,amenity__restaurant
i am looking for a oldest garment shop near f-7.,garment shop,oldest,en,Islamabad,shop,clothes,shop__clothes
is there any nearby tea house open in karachi right now?,tea house,nearby,en,Karachi,amenity,cafe,amenity__cafe
i am looking for a clean precinct near saddar.,precinct,clean,en,Peshawar,amenity,police,amenity__police
agar mehnga chaye khana dhoond rahay ho to f-11 markaz jao.,chaye khana,mehnga,ur,Islamabad,amenity,cafe,amenity__cafe
is there any clean coffee shop open in islamabad right now?,coffee shop,clean,en,Islamabad,amenity,cafe,amenity__cafe
f-11 markaz wala sair gah kaafi pur-sukoon hai.,sair gah,pur-sukoon,ur,Islamabad,leisure,park,leisure__park
saddar main jo bagh hai wo bohat mehnga hai.,bagh,mehnga,ur,Peshawar,leisure,park,leisure__park
can you recommend a crowded fashion outlet around anarkali?,fashion outlet,crowded,en,Lahore,shop,clothes,shop__clothes
agar pur-sukoon quetta tea hotel dhoond rahay ho to bahria town jao.,quetta tea hotel,pur-sukoon,ur,Rawalpindi,amenity,cafe,amenity__cafe
is there any popular playground open in islamabad right now?,playground,popular,en,Islamabad,leisure,park,leisure__park
"avoid the grocery store in f-7, it is not luxury.",grocery store,luxury,en,Islamabad,shop,convenience,shop__convenience
kya karachi main koi mehnga sauda salf ki dukaan khula hai?,sauda salf ki dukaan,mehnga,ur,Karachi,shop,convenience,shop__convenience
hum ne clifton main aik behtareen quetta tea hotel dekha.,quetta tea hotel,behtareen,ur,Karachi,amenity,cafe,amenity__cafe
islamabad ke centaurus main aik bohat khubsurat fashion center hai.,fashion center,khubsurat,ur,Islamabad,shop,clothes,shop__clothes
islamabad ke g-9 main aik bohat saaf suthra silai markaz hai.,silai markaz,saaf suthra,ur,Islamabad,shop,tailor,shop__tailor
i am looking for a famous guest house near university road.,guest house,famous,en,Peshawar,tourism,hotel,tourism__hotel
i am looking for a famous fashion outlet near commercial market.,fashion outlet,famous,en,Rawalpindi,shop,clothes,shop__clothes
the mall road in lahore has an affordable stitching center.,stitching center,affordable,en,Lahore,shop,tailor,shop__tailor
mujhay saddar ke qareeb koi rush wala ground chahiye.,ground,rush wala,ur,Peshawar,leisure,park,leisure__park
we visited the most nearby hotel in rawalpindi yesterday.,hotel,nearby,en,Rawalpindi,tourism,hotel,tourism__hotel
the clifton in karachi has an cheap cafe.,cafe,cheap,en,Karachi,amenity,cafe,amenity__cafe
agar khubsurat musafir khana dhoond rahay ho to tariq road jao.,musafir khana,khubsurat,ur,Karachi,tourism,hotel,tourism__hotel
the bahria town in rawalpindi has an crowded guest house.,guest house,crowded,en,Rawalpindi,tourism,hotel,tourism__hotel
kya karachi main koi bada chai wala khula hai?,chai wala,bada,ur,Karachi,amenity,cafe,amenity__cafe
university road wala tailor shop kaafi purana hai.,tailor shop,purana,ur,Peshawar,shop,tailor,shop__tailor
we visited the most biggest hotel in lahore yesterday.,hotel,biggest,en,Lahore,tourism,hotel,tourism__hotel
clifton main jo thana hai wo bohat pur-sukoon hai.,thana,pur-sukoon,ur,Karachi,amenity,police,amenity__police
there is a famous tea house in clifton which is very biggest.,tea house,biggest,en,Karachi,amenity,cafe,amenity__cafe
the liberty market in lahore has an clean lodge.,lodge,clean,en,Lahore,tourism,hotel,tourism__hotel
the g-9 in islamabad has an popular jogging track.,jogging track,popular,en,Islamabad,leisure,park,leisure__park
can you recommend a affordable eatery around f-7?,eatery,affordable,en,Islamabad,amenity,restaurant,amenity__restaurant
"avoid the tailor shop in f-7, it is not affordable.",tailor shop,affordable,en,Islamabad,shop,tailor,shop__tailor
can you recommend a crowded dining place around blue area?,dining place,crowded,en,Islamabad,amenity,restaurant,amenity__restaurant
peshawar ke saddar main aik bohat pur-sukoon chaye khana hai.,chaye khana,pur-sukoon,ur,Peshawar,amenity,cafe,amenity__cafe
does karachi have any popular eatery for tourists?,eatery,popular,en,Karachi,amenity,restaurant,amenity__restaurant
g-9 main jo hotel hai wo bohat lajawab hai.,hotel,lajawab,ur,Islamabad,tourism,hotel,tourism__hotel
kya islamabad main koi bada cloth market khula hai?,cloth market,bada,ur,Islamabad,shop,clothes,shop__clothes
does islamabad have any luxury eatery for tourists?,eatery,luxury,en,Islamabad,amenity,restaurant,amenity__restaurant
f-11 markaz wala guest house kaafi qareebi hai.,guest house,qareebi,ur,Islamabad,tourism,hotel,tourism__hotel
clifton main jo quetta tea hotel hai wo bohat qareebi hai.,quetta tea hotel,qareebi,ur,Karachi,amenity,cafe,amenity__cafe
does lahore have any famous precinct for tourists?,precinct,famous,en,Lahore,amenity,police,amenity__police
suna hai ke islamabad main sab se mehnga musafir khana wahan hai.,musafir khana,mehnga,ur,Islamabad,tourism,hotel,tourism__hotel
does karachi have any cheap precinct for tourists?,precinct,cheap,en,Karachi,amenity,police,amenity__police
mujhay f-7 ke qareeb koi sasta silai markaz chahiye.,silai markaz,sasta,ur,Islamabad,shop,tailor,shop__tailor
mujhay blue area ke qareeb koi rush wala bagh chahiye.,bagh,rush wala,ur,Islamabad,leisure,park,leisure__park
there is a famous hotel in tariq road which is very best.,hotel,best,en,Karachi,tourism,hotel,tourism__hotel
i am looking for a famous resort near commercial market.,resort,famous,en,Rawalpindi,tourism,hotel,tourism__hotel
islamabad ke blue area main aik bohat sasta ground hai.,ground,sasta,ur,Islamabad,leisure,park,leisure__park
saddar wala chai wala kaafi pur-sukoon hai.,chai wala,pur-sukoon,ur,Peshawar,amenity,cafe,amenity__cafe
i am looking for a biggest bistro near hayatabad.,bistro,biggest,en,Peshawar,amenity,restaurant,amenity__restaurant
is there any popular police station open in islamabad right now?,police station,popular,en,Islamabad,amenity,police,amenity__police
islamabad ke g-9 main aik bohat mashoor hotel hai.,hotel,mashoor,ur,Islamabad,tourism,hotel,tourism__hotel
"avoid the dining place in g-9, it is not famous.",dining place,famous,en,Islamabad,amenity,restaurant,amenity__restaurant
there is a famous resort in raja bazaar which is very historic.,resort,historic,en,Rawalpindi,tourism,hotel,tourism__hotel
we visited the most best lodge in rawalpindi yesterday.,lodge,best,en,Rawalpindi,tourism,hotel,tourism__hotel
does lahore have any nearby tuck shop for tourists?,tuck shop,nearby,en,Lahore,shop,convenience,shop__convenience
blue area wala silai markaz kaafi pur-sukoon hai.,silai markaz,pur-sukoon,ur,Islamabad,shop,tailor,shop__tailor
mujhay saddar ke qareeb koi sasta darzi chahiye.,darzi,sasta,ur,Karachi,shop,tailor,shop__tailor
i am looking for a biggest garment shop near hayatabad.,garment shop,biggest,en,Peshawar,shop,clothes,shop__clothes
i am looking for a best boutique near saddar.,boutique,best,en,Peshawar,shop,clothes,shop__clothes
mujhay f-11 markaz ke qareeb koi qareebi tailor shop chahiye.,tailor shop,qareebi,ur,Islamabad,shop,tailor,shop__tailor
does lahore have any cheap lodge for tourists?,lodge,cheap,en,Lahore,tourism,hotel,tourism__hotel
there is a famous cafe in g-9 which is very luxury.,cafe,luxury,en,Islamabad,amenity,cafe,amenity__cafe
is there any nearby tailor shop open in karachi right now?,tailor shop,nearby,en,Karachi,shop,tailor,shop__tailor
"avoid the guest house in bahria town, it is not crowded.",guest house,crowded,en,Rawalpindi,tourism,hotel,tourism__hotel
"avoid the stitching center in saddar, it is not historic.",stitching center,historic,en,Rawalpindi,shop,tailor,shop__tailor
kya karachi main koi sasta cloth market khula hai?,cloth market,sasta,ur,Karachi,shop,clothes,shop__clothes
can you recommend a popular resort around f-11 markaz?,resort,popular,en,Islamabad,tourism,hotel,tourism__hotel
"avoid the playground in saddar, it is not luxury.",playground,luxury,en,Karachi,leisure,park,leisure__park
does lahore have any famous grocery store for tourists?,grocery store,famous,en,Lahore,shop,convenience,shop__convenience
tariq road wala sair gah kaafi purana hai.,sair gah,purana,ur,Karachi,leisure,park,leisure__park
agar qareebi tikka shop dhoond rahay ho to centaurus jao.,tikka shop,qareebi,ur,Islamabad,amenity,restaurant,amenity__restaurant
hum ne university road main aik mashoor darzi dekha.,darzi,mashoor,ur,Peshawar,shop,tailor,shop__tailor
i am looking for a famous tailor shop near f-7.,tailor shop,famous,en,Islamabad,shop,tailor,shop__tailor
the f-11 markaz in islamabad has an biggest clothing store.,clothing store,biggest,en,Islamabad,shop,clothes,shop__clothes
agar bada restaurant dhoond rahay ho to university road jao.,restaurant,bada,ur,Peshawar,amenity,restaurant,amenity__restaurant
hum ne commercial market main aik mashoor quetta tea hotel dekha.,quetta tea hotel,mashoor,ur,Rawalpindi,amenity,cafe,amenity__cafe
mujhay dha ke qareeb koi behtareen boutique chahiye.,boutique,behtareen,ur,Lahore,shop,clothes,shop__clothes
we visited the most oldest tuck shop in lahore yesterday.,tuck shop,oldest,en,Lahore,shop,convenience,shop__convenience
lahore ke mall road main aik bohat behtareen kiryana store hai.,kiryana store,behtareen,ur,Lahore,shop,convenience,shop__convenience
is there any crowded coffee shop open in karachi right now?,coffee shop,crowded,en,Karachi,amenity,cafe,amenity__cafe
agar saaf suthra cloth market dhoond rahay ho to hayatabad jao.,cloth market,saaf suthra,ur,Peshawar,shop,clothes,shop__clothes
suna hai ke peshawar main sab se pur-sukoon boutique wahan hai.,boutique,pur-sukoon,ur,Peshawar,shop,clothes,shop__clothes
hum ne liberty market main aik lajawab musafir khana dekha.,musafir khana,lajawab,ur,Lahore,tourism,hotel,tourism__hotel
we visited the most cheap eatery in islamabad yesterday.,eatery,cheap,en,Islamabad,amenity,restaurant,amenity__restaurant
is there any cheap coffee shop open in islamabad right now?,coffee shop,cheap,en,Islamabad,amenity,cafe,amenity__cafe
is there any biggest lodge open in karachi right now?,lodge,biggest,en,Karachi,tourism,hotel,tourism__hotel
we visited the most affordable garment shop in islamabad yesterday.,garment shop,affordable,en,Islamabad,shop,clothes,shop__clothes
agar khubsurat tailor shop dhoond rahay ho to centaurus jao.,tailor shop,khubsurat,ur,Islamabad,shop,tailor,shop__tailor
the gulshan in karachi has an biggest park.,park,biggest,en,Karachi,leisure,park,leisure__park
suna hai ke lahore main sab se lajawab restaurant wahan hai.,restaurant,lajawab,ur,Lahore,amenity,restaurant,amenity__restaurant
can you recommend a oldest tailor shop around defence?,tailor shop,oldest,en,Karachi,shop,tailor,shop__tailor
suna hai ke karachi main sab se behtareen tailor shop wahan hai.,tailor shop,behtareen,ur,Karachi,shop,tailor,shop__tailor
agar rush wala restaurant dhoond rahay ho to clifton jao.,restaurant,rush wala,ur,Karachi,amenity,restaurant,amenity__restaurant
kya lahore main koi sasta sair gah khula hai?,sair gah,sasta,ur,Lahore,leisure,park,leisure__park
suna hai ke lahore main sab se purana tailor shop wahan hai.,tailor shop,purana,ur,Lahore,shop,tailor,shop__tailor
suna hai ke rawalpindi main sab se mehnga chowki wahan hai.,chowki,mehnga,ur,Rawalpindi,amenity,police,amenity__police
hum ne university road main aik lajawab chowki dekha.,chowki,lajawab,ur,Peshawar,amenity,police,amenity__police
there is a famous tea house in anarkali which is very affordable.,tea house,affordable,en,Lahore,amenity,cafe,amenity__cafe
we visited the most famous clothing store in peshawar yesterday.,clothing store,famous,en,Peshawar,shop,clothes,shop__clothes
the hayatabad in peshawar has an popular clothing store.,clothing store,popular,en,Peshawar,shop,clothes,shop__clothes
saddar wala police station kaafi mashoor hai.,police station,mashoor,ur,Karachi,amenity,police,amenity__police
there is a famous resort in bahria town which is very crowded.,resort,crowded,en,Rawalpindi,tourism,hotel,tourism__hotel
mujhay defence ke qareeb koi behtareen darzi chahiye.,darzi,behtareen,ur,Karachi,shop,tailor,shop__tailor
lahore ke anarkali main aik bohat qareebi darzi hai.,darzi,qareebi,ur,Lahore,shop,tailor,shop__tailor
i am looking for a famous tea house near centaurus.,tea house,famous,en,Islamabad,amenity,cafe,amenity__cafe
suna hai ke karachi main sab se sasta fashion center wahan hai.,fashion center,sasta,ur,Karachi,shop,clothes,shop__clothes
"avoid the coffee shop in hayatabad, it is not best.",coffee shop,best,en,Peshawar,amenity,cafe,amenity__cafe
peshawar ke university road main aik bohat mehnga thana hai.,thana,mehnga,ur,Peshawar,amenity,police,amenity__police
the university road in peshawar has an biggest playground.,playground,biggest,en,Peshawar,leisure,park,leisure__park
agar purana darzi dhoond rahay ho to saddar jao.,darzi,purana,ur,Peshawar,shop,tailor,shop__tailor
kya rawalpindi main koi lajawab dhaba khula hai?,dhaba,lajawab,ur,Rawalpindi,amenity,restaurant,amenity__restaurant
suna hai ke lahore main sab se pur-sukoon fashion center wahan hai.,fashion center,pur-sukoon,ur,Lahore,shop,clothes,shop__clothes
we visited the most popular police station in peshawar yesterday.,police station,popular,en,Peshawar,amenity,police,amenity__police
blue area main jo tailor shop hai wo bohat mashoor hai.,tailor shop,mashoor,ur,Islamabad,shop,tailor,shop__tailor
hum ne gulshan main aik qareebi chai wala dekha.,chai wala,qareebi,ur,Karachi,amenity,cafe,amenity__cafe
agar khubsurat quetta tea hotel dhoond rahay ho to f-7 jao.,quetta tea hotel,khubsurat,ur,Islamabad,amenity,cafe,amenity__cafe
"avoid the clothing store in karkhano, it is not popular.",clothing store,popular,en,Peshawar,shop,clothes,shop__clothes
peshawar ke saddar main aik bohat qareebi dukaan hai.,dukaan,qareebi,ur,Peshawar,shop,convenience,shop__convenience
anarkali main jo ground hai wo bohat purana hai.,ground,purana,ur,Lahore,leisure,park,leisure__park
is there any luxury tailor shop open in peshawar right now?,tailor shop,luxury,en,Peshawar,shop,tailor,shop__tailor
does rawalpindi have any clean police station for tourists?,police station,clean,en,Rawalpindi,amenity,police,amenity__police
the raja bazaar in rawalpindi has an luxury tuck shop.,tuck shop,luxury,en,Rawalpindi,shop,convenience,shop__convenience
saddar wala police station kaafi khubsurat hai.,police station,khubsurat,ur,Rawalpindi,amenity,police,amenity__police
hum ne university road main aik pur-sukoon park dekha.,park,pur-sukoon,ur,Peshawar,leisure,park,leisure__park
"avoid the fashion outlet in raja bazaar, it is not biggest.",fashion outlet,biggest,en,Rawalpindi,shop,clothes,shop__clothes
mujhay blue area ke qareeb koi bada guest house chahiye.,guest house,bada,ur,Islamabad,tourism,hotel,tourism__hotel
we visited the most nearby restaurant in karachi yesterday.,restaurant,nearby,en,Karachi,amenity,restaurant,amenity__restaurant
agar purana restaurant dhoond rahay ho to dha jao.,restaurant,purana,ur,Lahore,amenity,restaurant,amenity__restaurant
we visited the most biggest park in islamabad yesterday.,park,biggest,en,Islamabad,leisure,park,leisure__park
there is a famous boutique in mall road which is very popular.,boutique,popular,en,Lahore,shop,clothes,shop__clothes
centaurus wala dukaan kaafi bada hai.,dukaan,bada,ur,Islamabad,shop,convenience,shop__convenience
mujhay g-9 ke qareeb koi qareebi dukaan chahiye.,dukaan,qareebi,ur,Islamabad,shop,convenience,shop__convenience
commercial market wala guest house kaafi rush wala hai.,guest house,rush wala,ur,Rawalpindi,tourism,hotel,tourism__hotel
kya lahore main koi sasta cloth market khula hai?,cloth market,sasta,ur,Lahore,shop,clothes,shop__clothes
"avoid the cafe in raja bazaar, it is not famous.",cafe,famous,en,Rawalpindi,amenity,cafe,amenity__cafe
liberty market wala chai wala kaafi mehnga hai.,chai wala,mehnga,ur,Lahore,amenity,cafe,amenity__cafe
the anarkali in lahore has an cheap fashion outlet.,fashion outlet,cheap,en,Lahore,shop,clothes,shop__clothes
we visited the most historic garment shop in karachi yesterday.,garment shop,historic,en,Karachi,shop,clothes,shop__clothes
does islamabad have any nearby playground for tourists?,playground,nearby,en,Islamabad,leisure,park,leisure__park
kya karachi main koi mashoor guest house khula hai?,guest house,mashoor,ur,Karachi,tourism,hotel,tourism__hotel
is there any clean boutique open in islamabad right now?,boutique,clean,en,Islamabad,shop,clothes,shop__clothes
kya karachi main koi pur-sukoon police station khula hai?,police station,pur-sukoon,ur,Karachi,amenity,police,amenity__police
is there any cheap park open in lahore right now?,park,cheap,en,Lahore,leisure,park,leisure__park
the raja bazaar in rawalpindi has an cheap precinct.,precinct,cheap,en,Rawalpindi,amenity,police,amenity__police
defence wala hotel kaafi sasta hai.,hotel,sasta,ur,Karachi,amenity,restaurant,amenity__restaurant
"avoid the convenience store in gulberg, it is not popular.",convenience store,popular,en,Lahore,shop,convenience,shop__convenience
kya peshawar main koi lajawab police station khula hai?,police station,lajawab,ur,Peshawar,amenity,police,amenity__police
suna hai ke rawalpindi main sab se lajawab resort wahan hai.,resort,lajawab,ur,Rawalpindi,tourism,hotel,tourism__hotel
does lahore have any popular park for tourists?,park,popular,en,Lahore,leisure,park,leisure__park
we visited the most clean eatery in lahore yesterday.,eatery,clean,en,Lahore,amenity,restaurant,amenity__restaurant
"avoid the dining place in defence, it is not famous.",dining place,famous,en,Karachi,amenity,restaurant,amenity__restaurant
agar sasta chaye khana dhoond rahay ho to saddar jao.,chaye khana,sasta,ur,Peshawar,amenity,cafe,amenity__cafe
mujhay saddar ke qareeb koi behtareen ground chahiye.,ground,behtareen,ur,Rawalpindi,leisure,park,leisure__park
suna hai ke islamabad main sab se pur-sukoon bagh wahan hai.,bagh,pur-sukoon,ur,Islamabad,leisure,park,leisure__park
agar mehnga ground dhoond rahay ho to dha jao.,ground,mehnga,ur,Lahore,leisure,park,leisure__park
karachi ke tariq road main aik bohat behtareen resort hai.,resort,behtareen,ur,Karachi,tourism,hotel,tourism__hotel
kya peshawar main koi rush wala silai markaz khula hai?,silai markaz,rush wala,ur,Peshawar,shop,tailor,shop__tailor
i am looking for a famous playground near saddar.,playground,famous,en,Peshawar,leisure,park,leisure__park
suna hai ke lahore main sab se saaf suthra police station wahan hai.,police station,saaf suthra,ur,Lahore,amenity,police,amenity__police
mall road wala hotel kaafi sasta hai.,hotel,sasta,ur,Lahore,amenity,restaurant,amenity__restaurant
hum ne centaurus main aik khubsurat silai markaz dekha.,silai markaz,khubsurat,ur,Islamabad,shop,tailor,shop__tailor
mujhay dha ke qareeb koi bada guest house chahiye.,guest house,bada,ur,Lahore,tourism,hotel,tourism__hotel
peshawar ke university road main aik bohat mashoor kapron ki dukaan hai.,kapron ki dukaan,mashoor,ur,Peshawar,shop,clothes,shop__clothes
hum ne raja bazaar main aik mehnga general store dekha.,general store,mehnga,ur,Rawalpindi,shop,convenience,shop__convenience
can you recommend a clean garment shop around centaurus?,garment shop,clean,en,Islamabad,shop,clothes,shop__clothes
is there any biggest fashion outlet open in karachi right now?,fashion outlet,biggest,en,Karachi,shop,clothes,shop__clothes
mujhay saddar ke qareeb koi bada quetta tea hotel chahiye.,quetta tea hotel,bada,ur,Karachi,amenity,cafe,amenity__cafe
is there any crowded clothing store open in karachi right now?,clothing store,crowded,en,Karachi,shop,clothes,shop__clothes
agar purana quetta tea hotel dhoond rahay ho to tariq road jao.,quetta tea hotel,purana,ur,Karachi,amenity,cafe,amenity__cafe
the defence in karachi has an clean jogging track.,jogging track,clean,en,Karachi,leisure,park,leisure__park
can you recommend a popular jogging track around karkhano?,jogging track,popular,en,Peshawar,leisure,park,leisure__park
hum ne anarkali main aik sasta kiryana store dekha.,kiryana store,sasta,ur,Lahore,shop,convenience,shop__convenience
is there any luxury lodge open in karachi right now?,lodge,luxury,en,Karachi,tourism,hotel,tourism__hotel
does islamabad have any best convenience store for tourists?,convenience store,best,en,Islamabad,shop,convenience,shop__convenience
is there any crowded precinct open in karachi right now?,precinct,crowded,en,Karachi,amenity,police,amenity__police
the saddar in rawalpindi has an best grocery store.,grocery store,best,en,Rawalpindi,shop,convenience,shop__convenience
centaurus wala ground kaafi sasta hai.,ground,sasta,ur,Islamabad,leisure,park,leisure__park
suna hai ke karachi main sab se pur-sukoon khanay ka center wahan hai.,khanay ka center,pur-sukoon,ur,Karachi,amenity,restaurant,amenity__restaurant
can you recommend a clean cafe around saddar?,cafe,clean,en,Karachi,amenity,cafe,amenity__cafe
"avoid the precinct in university road, it is not cheap.",precinct,cheap,en,Peshawar,amenity,police,amenity__police
raja bazaar main jo quetta tea hotel hai wo bohat behtareen hai.,quetta tea hotel,behtareen,ur,Rawalpindi,amenity,cafe,amenity__cafe
hum ne dha main aik lajawab kapron ki dukaan dekha.,kapron ki dukaan,lajawab,ur,Lahore,shop,clothes,shop__clothes
mujhay gulberg ke qareeb koi sasta silai markaz chahiye.,silai markaz,sasta,ur,Lahore,shop,tailor,shop__tailor
we visited the most biggest stitching center in peshawar yesterday.,stitching center,biggest,en,Peshawar,shop,tailor,shop__tailor
does karachi have any crowded tea house for tourists?,tea house,crowded,en,Karachi,amenity,cafe,amenity__cafe
suna hai ke rawalpindi main sab se bada chaye khana wahan hai.,chaye khana,bada,ur,Rawalpindi,amenity,cafe,amenity__cafe
does rawalpindi have any best hotel for tourists?,hotel,best,en,Rawalpindi,tourism,hotel,tourism__hotel
suna hai ke rawalpindi main sab se sasta kiryana store wahan hai.,kiryana store,sasta,ur,Rawalpindi,shop,convenience,shop__convenience
can you recommend a popular garment shop around karkhano?,garment shop,popular,en,Peshawar,shop,clothes,shop__clothes
kya lahore main koi behtareen chowki khula hai?,chowki,behtareen,ur,Lahore,amenity,police,amenity__police
i am looking for a best grocery store near clifton.,grocery store,best,en,Karachi,shop,convenience,shop__convenience
suna hai ke peshawar main sab se pur-sukoon hotel wahan hai.,hotel,pur-sukoon,ur,Peshawar,tourism,hotel,tourism__hotel
can you recommend a clean tuck shop around raja bazaar?,tuck shop,clean,en,Rawalpindi,shop,convenience,shop__convenience
saddar wala kapron ki dukaan kaafi mashoor hai.,kapron ki dukaan,mashoor,ur,Rawalpindi,shop,clothes,shop__clothes
centaurus wala musafir khana kaafi pur-sukoon hai.,musafir khana,pur-sukoon,ur,Islamabad,tourism,hotel,tourism__hotel
agar purana ground dhoond rahay ho to dha jao.,ground,purana,ur,Lahore,leisure,park,leisure__park
can you recommend a best park around g-9?,park,best,en,Islamabad,leisure,park,leisure__park
there is a famous cafe in f-11 markaz which is very clean.,cafe,clean,en,Islamabad,amenity,cafe,amenity__cafe
there is a famous hotel in raja bazaar which is very cheap.,hotel,cheap,en,Rawalpindi,tourism,hotel,tourism__hotel
we visited the most famous cafe in rawalpindi yesterday.,cafe,famous,en,Rawalpindi,amenity,cafe,amenity__cafe
mujhay dha ke qareeb koi saaf suthra khanay ka center chahiye.,khanay ka center,saaf suthra,ur,Lahore,amenity,restaurant,amenity__restaurant
mall road wala dukaan kaafi pur-sukoon hai.,dukaan,pur-sukoon,ur,Lahore,shop,convenience,shop__convenience
suna hai ke peshawar main sab se mashoor darzi wahan hai.,darzi,mashoor,ur,Peshawar,shop,tailor,shop__tailor
the mall road in lahore has an popular precinct.,precinct,popular,en,Lahore,amenity,police,amenity__police
suna hai ke islamabad main sab se rush wala darzi wahan hai.,darzi,rush wala,ur,Islamabad,shop,tailor,shop__tailor
f-11 markaz main jo police station hai wo bohat purana hai.,police station,purana,ur,Islamabad,amenity,police,amenity__police
the karkhano in peshawar has an nearby precinct.,precinct,nearby,en,Peshawar,amenity,police,amenity__police
lahore ke dha main aik bohat purana boutique hai.,boutique,purana,ur,Lahore,shop,clothes,shop__clothes
does islamabad have any oldest precinct for tourists?,precinct,oldest,en,Islamabad,amenity,police,amenity__police
lahore ke gulberg main aik bohat saaf suthra cafe hai.,cafe,saaf suthra,ur,Lahore,amenity,cafe,amenity__cafe
hum ne saddar main aik khubsurat darzi dekha.,darzi,khubsurat,ur,Peshawar,shop,tailor,shop__tailor
f-7 main jo park hai wo bohat khubsurat hai.,park,khubsurat,ur,Islamabad,leisure,park,leisure__park
hum ne gulberg main aik khubsurat hotel dekha.,hotel,khubsurat,ur,Lahore,amenity,restaurant,amenity__restaurant
rawalpindi ke raja bazaar main aik bohat khubsurat tikka shop hai.,tikka shop,khubsurat,ur,Rawalpindi,amenity,restaurant,amenity__restaurant
is there any famous garment shop open in peshawar right now?,garment shop,famous,en,Peshawar,shop,clothes,shop__clothes
kya rawalpindi main koi qareebi kapron ki dukaan khula hai?,kapron ki dukaan,qareebi,ur,Rawalpindi,shop,clothes,shop__clothes
tariq road main jo chai wala hai wo bohat bada hai.,chai wala,bada,ur,Karachi,amenity,cafe,amenity__cafe
does peshawar have any popular precinct for tourists?,precinct,popular,en,Peshawar,amenity,police,amenity__police
