sentence,extracted_noun,extracted_adj,language,city,osm_key,osm_value
I am looking for a luxury coffee shop near University Road.,coffee shop,luxury,en,Peshawar,amenity,cafe
Can you recommend a biggest clothing store around Hayatabad?,clothing store,biggest,en,Peshawar,shop,clothes
Agar bada restaurant dhoond rahay ho to University Road jao.,restaurant,bada,ur,Peshawar,amenity,restaurant
Suna hai ke Islamabad main sab se qareebi boutique wahan hai.,boutique,qareebi,ur,Islamabad,shop,clothes
Centaurus main jo sair gah hai wo bohat bada hai.,sair gah,bada,ur,Islamabad,leisure,park
Does Islamabad have any famous police station for tourists?,police station,famous,en,Islamabad,amenity,police
Is there any best bistro open in Lahore right now?,bistro,best,en,Lahore,amenity,restaurant
Lahore ke Liberty Market main aik bohat mehnga chaye khana hai.,chaye khana,mehnga,ur,Lahore,amenity,cafe
Can you recommend a famous grand mosque around Mall Road?,grand mosque,famous,en,Lahore,amenity,mosque
"Avoid the mosque in DHA, it is not affordable.",mosque,affordable,en,Lahore,amenity,mosque
Agar qareebi tikka shop dhoond rahay ho to DHA jao.,tikka shop,qareebi,ur,Lahore,amenity,restaurant
Kya Karachi main koi saaf suthra haspatal khula hai?,haspatal,saaf suthra,ur,Karachi,amenity,hospital
Karachi ke Defence main aik bohat pur-sukoon kapron ki dukaan hai.,kapron ki dukaan,pur-sukoon,ur,Karachi,shop,clothes
The G-9 in Islamabad has an best precinct.,precinct,best,en,Islamabad,amenity,police
The Gulberg in Lahore has an oldest dining place.,dining place,oldest,en,Lahore,amenity,restaurant
Clifton wala silai markaz kaafi khubsurat hai.,silai markaz,khubsurat,ur,Karachi,shop,tailor
Islamabad ke F-11 Markaz main aik bohat lajawab cafe hai.,cafe,lajawab,ur,Islamabad,amenity,cafe
Mujhay Gulberg ke qareeb koi rush wala tailor shop chahiye.,tailor shop,rush wala,ur,Lahore,shop,tailor
Hum ne Bahria Town main aik pur-sukoon cafe dekha.,cafe,pur-sukoon,ur,Rawalpindi,amenity,cafe
I am looking for a biggest lodge near Mall Road.,lodge,biggest,en,Lahore,tourism,hotel
"Avoid the mini mart in F-7, it is not crowded.",mini mart,crowded,en,Islamabad,shop,convenience
Kya Karachi main koi bada fashion center khula hai?,fashion center,bada,ur,Karachi,shop,clothes
Suna hai ke Islamabad main sab se mehnga chai wala wahan hai.,chai wala,mehnga,ur,Islamabad,amenity,cafe
Does Islamabad have any luxury eatery for tourists?,eatery,luxury,en,Islamabad,amenity,restaurant
There is a famous mosque in Saddar which is very popular.,mosque,popular,en,Peshawar,amenity,mosque
There is a famous stitching center in F-7 which is very affordable.,stitching center,affordable,en,Islamabad,shop,tailor
"Avoid the clothing store in Tariq Road, it is not oldest.",clothing store,oldest,en,Karachi,shop,clothes
I am looking for a crowded stitching center near University Road.,stitching center,crowded,en,Peshawar,shop,tailor
Does Lahore have any nearby tuck shop for tourists?,tuck shop,nearby,en,Lahore,shop,convenience
There is a famous police station in University Road which is very nearby.,police station,nearby,en,Peshawar,amenity,police
"Avoid the cafe in Raja Bazaar, it is not famous.",cafe,famous,en,Rawalpindi,amenity,cafe
There is a famous park in Clifton which is very nearby.,park,nearby,en,Karachi,leisure,park
Kya Peshawar main koi rush wala silai markaz khula hai?,silai markaz,rush wala,ur,Peshawar,shop,tailor
Can you recommend a crowded fashion outlet around Anarkali?,fashion outlet,crowded,en,Lahore,shop,clothes
Agar sasta imambargah dhoond rahay ho to Gulberg jao.,imambargah,sasta,ur,Lahore,amenity,mosque
Lahore ke Mall Road main aik bohat khubsurat park hai.,park,khubsurat,ur,Lahore,leisure,park
Karkhano main jo kiryana store hai wo bohat sasta hai.,kiryana store,sasta,ur,Peshawar,shop,convenience
We visited the most clean convenience store in Lahore yesterday.,convenience store,clean,en,Lahore,shop,convenience
I am looking for a clean mosque near Gulberg.,mosque,clean,en,Lahore,amenity,mosque
Clifton main jo quetta tea hotel hai wo bohat qareebi hai.,quetta tea hotel,qareebi,ur,Karachi,amenity,cafe
I am looking for a famous tailor shop near F-7.,tailor shop,famous,en,Islamabad,shop,tailor
Does Islamabad have any crowded police station for tourists?,police station,crowded,en,Islamabad,amenity,police
The University Road in Peshawar has an popular tailor shop.,tailor shop,popular,en,Peshawar,shop,tailor
"Avoid the playground in Gulshan, it is not historic.",playground,historic,en,Karachi,leisure,park
Mujhay Defence ke qareeb koi saaf suthra quetta tea hotel chahiye.,quetta tea hotel,saaf suthra,ur,Karachi,amenity,cafe
There is a famous boutique in Bahria Town which is very best.,boutique,best,en,Rawalpindi,shop,clothes
Agar sasta musafir khana dhoond rahay ho to Blue Area jao.,musafir khana,sasta,ur,Islamabad,tourism,hotel
Bahria Town wala cloth market kaafi mashoor hai.,cloth market,mashoor,ur,Rawalpindi,shop,clothes
Hum ne University Road main aik lajawab chowki dekha.,chowki,lajawab,ur,Peshawar,amenity,police
Hum ne DHA main aik saaf suthra kiryana store dekha.,kiryana store,saaf suthra,ur,Lahore,shop,convenience
We visited the most clean tuck shop in Peshawar yesterday.,tuck shop,clean,en,Peshawar,shop,convenience
Is there any best resort open in Rawalpindi right now?,resort,best,en,Rawalpindi,tourism,hotel
Mujhay Saddar ke qareeb koi saaf suthra cloth market chahiye.,cloth market,saaf suthra,ur,Peshawar,shop,clothes
Can you recommend a cheap hospital around Commercial Market?,hospital,cheap,en,Rawalpindi,amenity,hospital
Agar pur-sukoon quetta tea hotel dhoond rahay ho to Bahria Town jao.,quetta tea hotel,pur-sukoon,ur,Rawalpindi,amenity,cafe
Tariq Road main jo chai wala hai wo bohat bada hai.,chai wala,bada,ur,Karachi,amenity,cafe
The Hayatabad in Peshawar has an best eatery.,eatery,best,en,Peshawar,amenity,restaurant
Does Islamabad have any nearby playground for tourists?,playground,nearby,en,Islamabad,leisure,park
Peshawar ke Saddar main aik bohat pur-sukoon chaye khana hai.,chaye khana,pur-sukoon,ur,Peshawar,amenity,cafe
We visited the most famous coffee shop in Rawalpindi yesterday.,coffee shop,famous,en,Rawalpindi,amenity,cafe
Hum ne Gulberg main aik purana jamia masjid dekha.,jamia masjid,purana,ur,Lahore,amenity,mosque
Lahore ke Mall Road main aik bohat bada chowki hai.,chowki,bada,ur,Lahore,amenity,police
Can you recommend a clean garment shop around Hayatabad?,garment shop,clean,en,Peshawar,shop,clothes
We visited the most popular mini mart in Islamabad yesterday.,mini mart,popular,en,Islamabad,shop,convenience
Agar khubsurat musafir khana dhoond rahay ho to Tariq Road jao.,musafir khana,khubsurat,ur,Karachi,tourism,hotel
We visited the most best tailor shop in Islamabad yesterday.,tailor shop,best,en,Islamabad,shop,tailor
Mujhay Tariq Road ke qareeb koi bada sauda salf ki dukaan chahiye.,sauda salf ki dukaan,bada,ur,Karachi,shop,convenience
Tariq Road wala tailor shop kaafi mehnga hai.,tailor shop,mehnga,ur,Karachi,shop,tailor
Peshawar ke Saddar main aik bohat saaf suthra dhaba hai.,dhaba,saaf suthra,ur,Peshawar,amenity,restaurant
Peshawar ke Saddar main aik bohat qareebi kiryana store hai.,kiryana store,qareebi,ur,Peshawar,shop,convenience
Commercial Market main jo cloth market hai wo bohat bada hai.,cloth market,bada,ur,Rawalpindi,shop,clothes
There is a famous restaurant in Centaurus which is very luxury.,restaurant,luxury,en,Islamabad,amenity,restaurant
Karachi ke Gulshan main aik bohat purana masjid hai.,masjid,purana,ur,Karachi,amenity,mosque
We visited the most nearby grocery store in Rawalpindi yesterday.,grocery store,nearby,en,Rawalpindi,shop,convenience
Agar behtareen shifa khana dhoond rahay ho to F-11 Markaz jao.,shifa khana,behtareen,ur,Islamabad,amenity,hospital
Hum ne Karkhano main aik behtareen chowki dekha.,chowki,behtareen,ur,Peshawar,amenity,police
Is there any oldest grand mosque open in Peshawar right now?,grand mosque,oldest,en,Peshawar,amenity,mosque
We visited the most best Islamic center in Rawalpindi yesterday.,Islamic center,best,en,Rawalpindi,amenity,mosque
"Avoid the tea house in Mall Road, it is not affordable.",tea house,affordable,en,Lahore,amenity,cafe
Suna hai ke Rawalpindi main sab se rush wala shifa khana wahan hai.,shifa khana,rush wala,ur,Rawalpindi,amenity,hospital
The Hayatabad in Peshawar has an nearby stitching center.,stitching center,nearby,en,Peshawar,shop,tailor
Suna hai ke Karachi main sab se saaf suthra khanay ka center wahan hai.,khanay ka center,saaf suthra,ur,Karachi,amenity,restaurant
There is a famous police station in Bahria Town which is very nearby.,police station,nearby,en,Rawalpindi,amenity,police
Can you recommend a oldest tailor shop around Defence?,tailor shop,oldest,en,Karachi,shop,tailor
Mujhay Saddar ke qareeb koi mehnga chowki chahiye.,chowki,mehnga,ur,Rawalpindi,amenity,police
The Hayatabad in Peshawar has an biggest hotel.,hotel,biggest,en,Peshawar,tourism,hotel
Can you recommend a affordable coffee shop around Anarkali?,coffee shop,affordable,en,Lahore,amenity,cafe
We visited the most luxury emergency room in Lahore yesterday.,emergency room,luxury,en,Lahore,amenity,hospital
Hum ne Blue Area main aik purana tailor shop dekha.,tailor shop,purana,ur,Islamabad,shop,tailor
Mujhay F-7 ke qareeb koi behtareen masjid chahiye.,masjid,behtareen,ur,Islamabad,amenity,mosque
Mujhay Saddar ke qareeb koi behtareen imambargah chahiye.,imambargah,behtareen,ur,Peshawar,amenity,mosque
I am looking for a crowded hospital near Defence.,hospital,crowded,en,Karachi,amenity,hospital
Can you recommend a nearby lodge around Centaurus?,lodge,nearby,en,Islamabad,tourism,hotel
There is a famous dining place in Commercial Market which is very luxury.,dining place,luxury,en,Rawalpindi,amenity,restaurant
Kya Karachi main koi sasta cloth market khula hai?,cloth market,sasta,ur,Karachi,shop,clothes
We visited the most crowded precinct in Lahore yesterday.,precinct,crowded,en,Lahore,amenity,police
The DHA in Lahore has an cheap grocery store.,grocery store,cheap,en,Lahore,shop,convenience
Is there any crowded fashion outlet open in Rawalpindi right now?,fashion outlet,crowded,en,Rawalpindi,shop,clothes
Hum ne Blue Area main aik sasta kiryana store dekha.,kiryana store,sasta,ur,Islamabad,shop,convenience
Does Rawalpindi have any crowded grand mosque for tourists?,grand mosque,crowded,en,Rawalpindi,amenity,mosque
Hum ne Saddar main aik rush wala police station dekha.,police station,rush wala,ur,Rawalpindi,amenity,police
Peshawar ke Hayatabad main aik bohat sasta general store hai.,general store,sasta,ur,Peshawar,shop,convenience
Is there any clean Islamic center open in Karachi right now?,Islamic center,clean,en,Karachi,amenity,mosque
Hum ne Saddar main aik behtareen imambargah dekha.,imambargah,behtareen,ur,Peshawar,amenity,mosque
Suna hai ke Rawalpindi main sab se mehnga chowki wahan hai.,chowki,mehnga,ur,Rawalpindi,amenity,police
I am looking for a oldest eatery near Saddar.,eatery,oldest,en,Peshawar,amenity,restaurant
Kya Karachi main koi qareebi resort khula hai?,resort,qareebi,ur,Karachi,tourism,hotel
Kya Lahore main koi rush wala chaye khana khula hai?,chaye khana,rush wala,ur,Lahore,amenity,cafe
Hum ne G-9 main aik rush wala dawa khana dekha.,dawa khana,rush wala,ur,Islamabad,amenity,hospital
We visited the most biggest hospital in Islamabad yesterday.,hospital,biggest,en,Islamabad,amenity,hospital
Agar rush wala haspatal dhoond rahay ho to F-7 jao.,haspatal,rush wala,ur,Islamabad,amenity,hospital
Can you recommend a affordable park around Commercial Market?,park,affordable,en,Rawalpindi,leisure,park
Can you recommend a nearby eatery around Anarkali?,eatery,nearby,en,Lahore,amenity,restaurant
Does Peshawar have any famous clinic for tourists?,clinic,famous,en,Peshawar,amenity,hospital
Mujhay Mall Road ke qareeb koi lajawab silai markaz chahiye.,silai markaz,lajawab,ur,Lahore,shop,tailor
There is a famous police station in Tariq Road which is very best.,police station,best,en,Karachi,amenity,police
Hum ne F-11 Markaz main aik mashoor dawa khana dekha.,dawa khana,mashoor,ur,Islamabad,amenity,hospital
Agar sasta darzi dhoond rahay ho to Defence jao.,darzi,sasta,ur,Karachi,shop,tailor
Does Lahore have any popular park for tourists?,park,popular,en,Lahore,leisure,park
Suna hai ke Rawalpindi main sab se qareebi general store wahan hai.,general store,qareebi,ur,Rawalpindi,shop,convenience
Hum ne Blue Area main aik qareebi sauda salf ki dukaan dekha.,sauda salf ki dukaan,qareebi,ur,Islamabad,shop,convenience
Is there any luxury tuck shop open in Rawalpindi right now?,tuck shop,luxury,en,Rawalpindi,shop,convenience
Peshawar ke University Road main aik bohat behtareen thana hai.,thana,behtareen,ur,Peshawar,amenity,police
Suna hai ke Rawalpindi main sab se lajawab resort wahan hai.,resort,lajawab,ur,Rawalpindi,tourism,hotel
The University Road in Peshawar has an oldest Islamic center.,Islamic center,oldest,en,Peshawar,amenity,mosque
There is a famous mini mart in Commercial Market which is very oldest.,mini mart,oldest,en,Rawalpindi,shop,convenience
Hum ne F-11 Markaz main aik purana haspatal dekha.,haspatal,purana,ur,Islamabad,amenity,hospital
Kya Lahore main koi lajawab sair gah khula hai?,sair gah,lajawab,ur,Lahore,leisure,park
There is a famous cafe in F-11 Markaz which is very clean.,cafe,clean,en,Islamabad,amenity,cafe
Hum ne Karkhano main aik pur-sukoon masjid dekha.,masjid,pur-sukoon,ur,Peshawar,amenity,mosque
Kya Rawalpindi main koi lajawab dhaba khula hai?,dhaba,lajawab,ur,Rawalpindi,amenity,restaurant
Suna hai ke Peshawar main sab se pur-sukoon sauda salf ki dukaan wahan hai.,sauda salf ki dukaan,pur-sukoon,ur,Peshawar,shop,convenience
I am looking for a nearby mini mart near Hayatabad.,mini mart,nearby,en,Peshawar,shop,convenience
Can you recommend a best park around G-9?,park,best,en,Islamabad,leisure,park
Kya Islamabad main koi pur-sukoon fashion center khula hai?,fashion center,pur-sukoon,ur,Islamabad,shop,clothes
Can you recommend a cheap cafe around Mall Road?,cafe,cheap,en,Lahore,amenity,cafe
Mujhay Saddar ke qareeb koi pur-sukoon haspatal chahiye.,haspatal,pur-sukoon,ur,Karachi,amenity,hospital
Islamabad ke F-7 main aik bohat rush wala boutique hai.,boutique,rush wala,ur,Islamabad,shop,clothes
Does Rawalpindi have any nearby medical center for tourists?,medical center,nearby,en,Rawalpindi,amenity,hospital
Agar bada silai markaz dhoond rahay ho to Gulberg jao.,silai markaz,bada,ur,Lahore,shop,tailor
Kya Rawalpindi main koi lajawab park khula hai?,park,lajawab,ur,Rawalpindi,leisure,park
Kya Peshawar main koi bada masjid khula hai?,masjid,bada,ur,Peshawar,amenity,mosque
Can you recommend a famous jogging track around Bahria Town?,jogging track,famous,en,Rawalpindi,leisure,park
Is there any affordable tailor shop open in Karachi right now?,tailor shop,affordable,en,Karachi,shop,tailor
Kya Rawalpindi main koi mehnga chowki khula hai?,chowki,mehnga,ur,Rawalpindi,amenity,police
F-11 Markaz main jo police station hai wo bohat purana hai.,police station,purana,ur,Islamabad,amenity,police
Does Peshawar have any famous park for tourists?,park,famous,en,Peshawar,leisure,park
Saddar main jo thana hai wo bohat sasta hai.,thana,sasta,ur,Peshawar,amenity,police
Hum ne Anarkali main aik purana darzi dekha.,darzi,purana,ur,Lahore,shop,tailor
Kya Rawalpindi main koi bada resort khula hai?,resort,bada,ur,Rawalpindi,tourism,hotel
We visited the most nearby restaurant in Karachi yesterday.,restaurant,nearby,en,Karachi,amenity,restaurant
Suna hai ke Islamabad main sab se purana tikka shop wahan hai.,tikka shop,purana,ur,Islamabad,amenity,restaurant
Suna hai ke Lahore main sab se mehnga shifa khana wahan hai.,shifa khana,mehnga,ur,Lahore,amenity,hospital
Is there any affordable clinic open in Lahore right now?,clinic,affordable,en,Lahore,amenity,hospital
Kya Rawalpindi main koi bada restaurant khula hai?,restaurant,bada,ur,Rawalpindi,amenity,restaurant
We visited the most biggest garment shop in Lahore yesterday.,garment shop,biggest,en,Lahore,shop,clothes
There is a famous grand mosque in DHA which is very biggest.,grand mosque,biggest,en,Lahore,amenity,mosque
University Road main jo thana hai wo bohat mehnga hai.,thana,mehnga,ur,Peshawar,amenity,police
I am looking for a crowded eatery near Raja Bazaar.,eatery,crowded,en,Rawalpindi,amenity,restaurant
I am looking for a luxury medical center near Commercial Market.,medical center,luxury,en,Rawalpindi,amenity,hospital
The Defence in Karachi has an cheap restaurant.,restaurant,cheap,en,Karachi,amenity,restaurant
Does Lahore have any cheap lodge for tourists?,lodge,cheap,en,Lahore,tourism,hotel
F-7 main jo tailor shop hai wo bohat sasta hai.,tailor shop,sasta,ur,Islamabad,shop,tailor
Gulshan wala ground kaafi lajawab hai.,ground,lajawab,ur,Karachi,leisure,park
Saddar wala quetta tea hotel kaafi rush wala hai.,quetta tea hotel,rush wala,ur,Karachi,amenity,cafe
We visited the most cheap hospital in Islamabad yesterday.,hospital,cheap,en,Islamabad,amenity,hospital
Liberty Market main jo haspatal hai wo bohat mehnga hai.,haspatal,mehnga,ur,Lahore,amenity,hospital
"Avoid the guest house in Liberty Market, it is not historic.",guest house,historic,en,Lahore,tourism,hotel
Hum ne F-7 main aik bada bagh dekha.,bagh,bada,ur,Islamabad,leisure,park
Mall Road wala boutique kaafi khubsurat hai.,boutique,khubsurat,ur,Lahore,shop,clothes
Kya Karachi main koi sasta ground khula hai?,ground,sasta,ur,Karachi,leisure,park
Saddar wala kapron ki dukaan kaafi mashoor hai.,kapron ki dukaan,mashoor,ur,Rawalpindi,shop,clothes
"Avoid the hospital in Gulshan, it is not popular.",hospital,popular,en,Karachi,amenity,hospital
Karachi ke Saddar main aik bohat mashoor dukaan hai.,dukaan,mashoor,ur,Karachi,shop,convenience
Does Islamabad have any clean cafe for tourists?,cafe,clean,en,Islamabad,amenity,cafe
Mall Road main jo silai markaz hai wo bohat saaf suthra hai.,silai markaz,saaf suthra,ur,Lahore,shop,tailor
Agar pur-sukoon hotel dhoond rahay ho to Gulberg jao.,hotel,pur-sukoon,ur,Lahore,tourism,hotel
Clifton main jo darzi hai wo bohat mashoor hai.,darzi,mashoor,ur,Karachi,shop,tailor
Can you recommend a biggest tailor shop around Saddar?,tailor shop,biggest,en,Peshawar,shop,tailor
Hum ne University Road main aik pur-sukoon park dekha.,park,pur-sukoon,ur,Peshawar,leisure,park
Blue Area wala restaurant kaafi sasta hai.,restaurant,sasta,ur,Islamabad,amenity,restaurant
Agar mehnga dawa khana dhoond rahay ho to Liberty Market jao.,dawa khana,mehnga,ur,Lahore,amenity,hospital
We visited the most luxury garment shop in Lahore yesterday.,garment shop,luxury,en,Lahore,shop,clothes
"Avoid the eatery in Defence, it is not affordable.",eatery,affordable,en,Karachi,amenity,restaurant
The Liberty Market in Lahore has an biggest stitching center.,stitching center,biggest,en,Lahore,shop,tailor
Does Lahore have any oldest precinct for tourists?,precinct,oldest,en,Lahore,amenity,police
"Avoid the fashion outlet in Defence, it is not oldest.",fashion outlet,oldest,en,Karachi,shop,clothes
Rawalpindi ke Bahria Town main aik bohat lajawab boutique hai.,boutique,lajawab,ur,Rawalpindi,shop,clothes
Suna hai ke Peshawar main sab se mehnga khanay ka center wahan hai.,khanay ka center,mehnga,ur,Peshawar,amenity,restaurant
I am looking for a affordable lodge near Saddar.,lodge,affordable,en,Peshawar,tourism,hotel
Saddar main jo thana hai wo bohat behtareen hai.,thana,behtareen,ur,Peshawar,amenity,police
Rawalpindi ke Raja Bazaar main aik bohat pur-sukoon general store hai.,general store,pur-sukoon,ur,Rawalpindi,shop,convenience
Saddar main jo general store hai wo bohat pur-sukoon hai.,general store,pur-sukoon,ur,Peshawar,shop,convenience
We visited the most famous clinic in Karachi yesterday.,clinic,famous,en,Karachi,amenity,hospital
Can you recommend a biggest convenience store around G-9?,convenience store,biggest,en,Islamabad,shop,convenience
Gulshan wala thana kaafi rush wala hai.,thana,rush wala,ur,Karachi,amenity,police
Agar behtareen fashion center dhoond rahay ho to Anarkali jao.,fashion center,behtareen,ur,Lahore,shop,clothes
"Avoid the grocery store in F-7, it is not luxury.",grocery store,luxury,en,Islamabad,shop,convenience
"Avoid the guest house in Raja Bazaar, it is not famous.",guest house,famous,en,Rawalpindi,tourism,hotel
Can you recommend a famous medical center around Raja Bazaar?,medical center,famous,en,Rawalpindi,amenity,hospital
Does Peshawar have any historic coffee shop for tourists?,coffee shop,historic,en,Peshawar,amenity,cafe
Gulberg main jo chowki hai wo bohat mehnga hai.,chowki,mehnga,ur,Lahore,amenity,police
Kya Peshawar main koi mashoor jamia masjid khula hai?,jamia masjid,mashoor,ur,Peshawar,amenity,mosque
I am looking for a historic clothing store near Mall Road.,clothing store,historic,en,Lahore,shop,clothes
Is there any oldest cafe open in Lahore right now?,cafe,oldest,en,Lahore,amenity,cafe
Suna hai ke Islamabad main sab se pur-sukoon tailor shop wahan hai.,tailor shop,pur-sukoon,ur,Islamabad,shop,tailor
Suna hai ke Peshawar main sab se mehnga silai markaz wahan hai.,silai markaz,mehnga,ur,Peshawar,shop,tailor
F-7 wala shifa khana kaafi mehnga hai.,shifa khana,mehnga,ur,Islamabad,amenity,hospital
Kya Karachi main koi mehnga imambargah khula hai?,imambargah,mehnga,ur,Karachi,amenity,mosque
Suna hai ke Peshawar main sab se mashoor chai wala wahan hai.,chai wala,mashoor,ur,Peshawar,amenity,cafe
Islamabad ke F-11 Markaz main aik bohat purana restaurant hai.,restaurant,purana,ur,Islamabad,amenity,restaurant
Defence main jo masjid hai wo bohat qareebi hai.,masjid,qareebi,ur,Karachi,amenity,mosque
The University Road in Peshawar has an famous resort.,resort,famous,en,Peshawar,tourism,hotel
Hum ne Gulberg main aik bada park dekha.,park,bada,ur,Lahore,leisure,park
Is there any crowded Islamic center open in Rawalpindi right now?,Islamic center,crowded,en,Rawalpindi,amenity,mosque
G-9 main jo hotel hai wo bohat lajawab hai.,hotel,lajawab,ur,Islamabad,tourism,hotel
The Bahria Town in Rawalpindi has an nearby mini mart.,mini mart,nearby,en,Rawalpindi,shop,convenience
Agar purana hotel dhoond rahay ho to Raja Bazaar jao.,hotel,purana,ur,Rawalpindi,amenity,restaurant
Hum ne G-9 main aik mashoor cafe dekha.,cafe,mashoor,ur,Islamabad,amenity,cafe
The Saddar in Rawalpindi has an best grocery store.,grocery store,best,en,Rawalpindi,shop,convenience
The Commercial Market in Rawalpindi has an luxury clothing store.,clothing store,luxury,en,Rawalpindi,shop,clothes
The Tariq Road in Karachi has an nearby fashion outlet.,fashion outlet,nearby,en,Karachi,shop,clothes
Kya Peshawar main koi mashoor sauda salf ki dukaan khula hai?,sauda salf ki dukaan,mashoor,ur,Peshawar,shop,convenience
There is a famous jogging track in Raja Bazaar which is very biggest.,jogging track,biggest,en,Rawalpindi,leisure,park
Hum ne G-9 main aik saaf suthra sair gah dekha.,sair gah,saaf suthra,ur,Islamabad,leisure,park
There is a famous coffee shop in Raja Bazaar which is very historic.,coffee shop,historic,en,Rawalpindi,amenity,cafe
Hum ne Raja Bazaar main aik behtareen hotel dekha.,hotel,behtareen,ur,Rawalpindi,tourism,hotel
Kya Peshawar main koi lajawab darzi khula hai?,darzi,lajawab,ur,Peshawar,shop,tailor
Kya Islamabad main koi sasta imambargah khula hai?,imambargah,sasta,ur,Islamabad,amenity,mosque
I am looking for a clean playground near Gulshan.,playground,clean,en,Karachi,leisure,park
Agar lajawab haspatal dhoond rahay ho to Saddar jao.,haspatal,lajawab,ur,Rawalpindi,amenity,hospital
Is there any cheap stitching center open in Karachi right now?,stitching center,cheap,en,Karachi,shop,tailor
There is a famous medical center in DHA which is very best.,medical center,best,en,Lahore,amenity,hospital
Can you recommend a historic mosque around Saddar?,mosque,historic,en,Peshawar,amenity,mosque
Does Peshawar have any clean precinct for tourists?,precinct,clean,en,Peshawar,amenity,police
Islamabad ke F-11 Markaz main aik bohat purana imambargah hai.,imambargah,purana,ur,Islamabad,amenity,mosque
The Hayatabad in Peshawar has an luxury bistro.,bistro,luxury,en,Peshawar,amenity,restaurant
"Avoid the tuck shop in Saddar, it is not famous.",tuck shop,famous,en,Peshawar,shop,convenience
Bahria Town main jo imambargah hai wo bohat pur-sukoon hai.,imambargah,pur-sukoon,ur,Rawalpindi,amenity,mosque
Is there any clean mosque open in Karachi right now?,mosque,clean,en,Karachi,amenity,mosque
Is there any biggest lodge open in Karachi right now?,lodge,biggest,en,Karachi,tourism,hotel
Hum ne Hayatabad main aik behtareen hotel dekha.,hotel,behtareen,ur,Peshawar,amenity,restaurant
Agar sasta general store dhoond rahay ho to DHA jao.,general store,sasta,ur,Lahore,shop,convenience
Gulberg wala jamia masjid kaafi mehnga hai.,jamia masjid,mehnga,ur,Lahore,amenity,mosque
"Avoid the garden in Karkhano, it is not popular.",garden,popular,en,Peshawar,leisure,park
Can you recommend a historic tea house around Hayatabad?,tea house,historic,en,Peshawar,amenity,cafe
Can you recommend a affordable hospital around Clifton?,hospital,affordable,en,Karachi,amenity,hospital
Lahore ke Mall Road main aik bohat lajawab darzi hai.,darzi,lajawab,ur,Lahore,shop,tailor
Is there any nearby precinct open in Rawalpindi right now?,precinct,nearby,en,Rawalpindi,amenity,police
"Avoid the convenience store in Tariq Road, it is not luxury.",convenience store,luxury,en,Karachi,shop,convenience
The Anarkali in Lahore has an cheap precinct.,precinct,cheap,en,Lahore,amenity,police
Defence main jo eid gah hai wo bohat sasta hai.,eid gah,sasta,ur,Karachi,amenity,mosque
We visited the most nearby garment shop in Rawalpindi yesterday.,garment shop,nearby,en,Rawalpindi,shop,clothes
Does Peshawar have any popular precinct for tourists?,precinct,popular,en,Peshawar,amenity,police
"Avoid the tea house in Saddar, it is not luxury.",tea house,luxury,en,Rawalpindi,amenity,cafe
Agar rush wala sair gah dhoond rahay ho to DHA jao.,sair gah,rush wala,ur,Lahore,leisure,park
F-11 Markaz wala guest house kaafi qareebi hai.,guest house,qareebi,ur,Islamabad,tourism,hotel
I am looking for a nearby grand mosque near Tariq Road.,grand mosque,nearby,en,Karachi,amenity,mosque
There is a famous stitching center in Karkhano which is very biggest.,stitching center,biggest,en,Peshawar,shop,tailor
Agar behtareen shifa khana dhoond rahay ho to Defence jao.,shifa khana,behtareen,ur,Karachi,amenity,hospital
"Avoid the mosque in Defence, it is not cheap.",mosque,cheap,en,Karachi,amenity,mosque
Hum ne F-11 Markaz main aik purana cafe dekha.,cafe,purana,ur,Islamabad,amenity,cafe
Agar qareebi police station dhoond rahay ho to F-7 jao.,police station,qareebi,ur,Islamabad,amenity,police
"Avoid the coffee shop in Hayatabad, it is not best.",coffee shop,best,en,Peshawar,amenity,cafe
Suna hai ke Karachi main sab se lajawab general store wahan hai.,general store,lajawab,ur,Karachi,shop,convenience
Does Islamabad have any oldest garment shop for tourists?,garment shop,oldest,en,Islamabad,shop,clothes
I am looking for a crowded garment shop near Gulberg.,garment shop,crowded,en,Lahore,shop,clothes
We visited the most cheap tuck shop in Lahore yesterday.,tuck shop,cheap,en,Lahore,shop,convenience
Can you recommend a nearby clinic around Hayatabad?,clinic,nearby,en,Peshawar,amenity,hospital
Kya Lahore main koi lajawab darzi khula hai?,darzi,lajawab,ur,Lahore,shop,tailor
Rawalpindi ke Commercial Market main aik bohat khubsurat cloth market hai.,cloth market,khubsurat,ur,Rawalpindi,shop,clothes
I am looking for a affordable grocery store near Saddar.,grocery store,affordable,en,Karachi,shop,convenience
Clifton main jo thana hai wo bohat pur-sukoon hai.,thana,pur-sukoon,ur,Karachi,amenity,police
Hum ne Anarkali main aik khubsurat police station dekha.,police station,khubsurat,ur,Lahore,amenity,police
Hum ne Anarkali main aik pur-sukoon ground dekha.,ground,pur-sukoon,ur,Lahore,leisure,park
Agar khubsurat haspatal dhoond rahay ho to F-7 jao.,haspatal,khubsurat,ur,Islamabad,amenity,hospital
Hum ne Hayatabad main aik sasta khanay ka center dekha.,khanay ka center,sasta,ur,Peshawar,amenity,restaurant
I am looking for a popular tea house near Saddar.,tea house,popular,en,Karachi,amenity,cafe
Can you recommend a cheap boutique around F-7?,boutique,cheap,en,Islamabad,shop,clothes
Kya Lahore main koi rush wala thana khula hai?,thana,rush wala,ur,Lahore,amenity,police
